SRAnumber,organism,tissue,general_celltype,specific_celltype,treatment_code,treatment_code_2,treated_or_like_treated,repnumber,keyword,exptype,mapped_reads,total_reads,percent_mapped,TSS,bidirectionals
SRR579335,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-a,Danko2013,GRO-seq,3673192,5000000,0.7346384,0.261315,28104
SRR579336,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-b,Danko2013,GRO-seq,2477350,3611252,0.68600862,0.278732,24389
SRR579337,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-c,Danko2013,GRO-seq,3649768,5000000,0.7299536,0.264219,27780
SRR579338,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-d,Danko2013,GRO-seq,658138,901407,0.730123019,0.473853,9064
SRR579339,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-e,Danko2013,GRO-seq,3568772,5000000,0.7137544,0.245952,29579
SRR579340,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-f,Danko2013,GRO-seq,3658843,5000000,0.7317686,0.264968,27475
SRR579341,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-g,Danko2013,GRO-seq,3702503,5000000,0.7405006,0.257371,28830
SRR579342,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep3-a,Danko2013,GRO-seq,2511569,5000000,0.5023138,0.287642,23717
SRR579343,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep3-b,Danko2013,GRO-seq,2515246,5000000,0.5030492,0.278551,24868
SRR579344,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep3-c,Danko2013,GRO-seq,903653,1764422,0.512152422,0.407518,11732
SRR579345,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep3-d,Danko2013,GRO-seq,2500912,5000000,0.5001824,0.287572,23455
SRR579346,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep3-e,Danko2013,GRO-seq,2536310,5000000,0.507262,0.275378,24312
SRR579347,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep1-a,Danko2013,GRO-seq,3804526,5000000,0.7609052,0.355392,21413
SRR579348,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep1-b,Danko2013,GRO-seq,3794424,5000000,0.7588848,0.348941,21614
SRR579349,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep1-c,Danko2013,GRO-seq,3529197,5000000,0.7058394,0.330141,22869
SRR579350,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep1-d,Danko2013,GRO-seq,3776967,5000000,0.7553934,0.342349,22036
SRR579351,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep1-e,Danko2013,GRO-seq,3623565,5000000,0.724713,0.321185,23734
SRR579352,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep1-f,Danko2013,GRO-seq,1537575,2051779,0.749386264,0.452291,13792
SRR579353,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-a,Danko2013,GRO-seq,3607711,5000000,0.7215422,0.332827,22366
SRR579354,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-b,Danko2013,GRO-seq,3608207,5000000,0.7216414,0.334678,22060
SRR579355,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-c,Danko2013,GRO-seq,3692582,5000000,0.7385164,0.317131,23782
SRR579356,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-d,Danko2013,GRO-seq,10390,15204,0.683372797,0.651163,43
SRR579357,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-e,Danko2013,GRO-seq,3601180,5000000,0.720236,0.329145,22282
SRR579358,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-f,Danko2013,GRO-seq,3585708,5000000,0.7171416,0.325448,22744
SRR579359,human,breast_cancer,MCF7,MCF7,E2_25min,E2_25min,yes,rep2-g,Danko2013,GRO-seq,3611616,5000000,0.7223232,0.32828,22493
SRR579360,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-a,Danko2013,GRO-seq,3721117,5000000,0.7442234,0.294674,24729
SRR579361,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-b,Danko2013,GRO-seq,3693898,5000000,0.7387796,0.287145,25360
SRR579362,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-c,Danko2013,GRO-seq,3549210,5000000,0.709842,0.278806,26635
SRR579363,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-d,Danko2013,GRO-seq,3099871,4380864,0.707593525,0.297233,23887
SRR579364,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-a,Danko2013,GRO-seq,3866590,5000000,0.773318,0.371613,19784
SRR579365,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-b,Danko2013,GRO-seq,908421,1180067,0.769804596,0.546272,9898
SRR579366,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-c,Danko2013,GRO-seq,3855304,5000000,0.7710608,0.373567,19884
SRR579367,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-d,Danko2013,GRO-seq,3684061,5000000,0.7368122,0.349807,21246
SRR579368,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-e,Danko2013,GRO-seq,3852752,5000000,0.7705504,0.378865,19569
SRR579369,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-f,Danko2013,GRO-seq,3650415,4679947,0.780012039,0.37643,19661
SRR579370,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-a,Danko2013,GRO-seq,3624970,5000000,0.724994,0.244783,29230
SRR579371,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-b,Danko2013,GRO-seq,3611912,5000000,0.7223824,0.24516,29238
SRR579372,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-c,Danko2013,GRO-seq,3677855,5000000,0.735571,0.235006,31263
SRR579373,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-d,Danko2013,GRO-seq,3609647,5000000,0.7219294,0.242446,29586
SRR579374,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-e,Danko2013,GRO-seq,3593998,5000000,0.7187996,0.238047,30305
SRR579375,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-f,Danko2013,GRO-seq,3626006,5000000,0.7252012,0.243388,29644
SRR579376,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-g,Danko2013,GRO-seq,3597552,5000000,0.7195104,0.242776,29830
SRR579377,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-h,Danko2013,GRO-seq,3643884,5000000,0.7287768,0.232445,31216
SRR579378,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep3-i,Danko2013,GRO-seq,544266,761573,0.714660315,0.459113,7961
SRR620530,human,Myeloid,Macrophage,Ntera2_hESCs,vehicle,none,no,rep1,Hu2012,GRO-seq,5640393,17693048,0.318791482,0.254437,29245
SRR620531,human,Myeloid,Macrophage,Ntera2_hESCs,RA_2day,RA_2day,yes,rep1,Hu2012,GRO-seq,21086210,42720834,0.493581422,0.168569,27864
SRR639050,human,lung,fetal_lung,IMR90,vehicle,none,no,rep1,Jin2013,GRO-seq,70788169,83449629,0.848274221,0.235027,21138
SRR639051,human,lung,fetal_lung,IMR90,TNFa_60min,TNFa_60min,yes,rep1,Jin2013,GRO-seq,70527447,91823343,0.768077536,0.231503,24855
SRR653421,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1,Hah2013,GRO-seq,22203152,33383594,0.665091721,0.187393,50973
SRR653422,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2,Hah2013,GRO-seq,28761988,33243862,0.865181909,0.185031,45641
SRR653423,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1,Hah2013,GRO-seq,31532402,34462545,0.914976012,0.221448,36144
SRR653424,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2,Hah2013,GRO-seq,27981367,31866120,0.878091434,0.208009,39705
SRR653425,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1,Hah2013,GRO-seq,31367729,35005512,0.896079709,0.211192,40333
SRR653426,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2,Hah2013,GRO-seq,22757475,25263267,0.900812828,0.181096,45959
SRR797530,mouse,embryonic_fibroblast,MEF,MEF_SRSF1-wt,Dox_4day,Dox_4day,yes,rep1,Ji2013,GRO-seq,11767814,27771772,0.423732918,0.2839,21686
SRR797531,mouse,embryonic_fibroblast,MEF,MEF_SRSF1-KO,Dox_4day,Dox_4day,yes,rep1,Ji2013,GRO-seq,8130739,25184075,0.322852398,0.34304,17625
SRR797532,mouse,embryonic_fibroblast,MEF,MEF_SRSF2-wt,Dox_2day,Dox_2day,yes,rep1,Ji2013,GRO-seq,11173151,22482406,0.4969731,0.26641,21488
SRR797533,mouse,embryonic_fibroblast,MEF,MEF_SRSF2-KO,Dox_2day,Dox_2day,yes,rep1,Ji2013,GRO-seq,11135516,27098117,0.410933202,0.250649,28120
SRR797534,mouse,embryonic_fibroblast,MEF,MEF,control,none,no,rep1,Ji2013,GRO-seq,11598560,50488822,0.229725304,0.260712,24653
SRR797535,mouse,embryonic_fibroblast,MEF,MEF,DRB_3hr,DRB_3hr,yes,rep1,Ji2013,GRO-seq,9430055,46287338,0.203728609,0.358151,16476
SRR816998,human,breast_cancer,MCF7,MCF7,E2_1hr,E2_1hr,yes,rep1,Li2013,GRO-seq,24556360,31364224,0.782941736,0.212087,23679
SRR816999,human,breast_cancer,MCF7,MCF7,E2_1hr,E2_1hr,yes,rep2,Li2013,GRO-seq,22764107,35157682,0.647486003,0.143966,23457
SRR817000,human,breast_cancer,MCF7,MCF7,Etoh_1hr,Etoh_1hr,yes,rep1,Li2013,GRO-seq,30804268,39609197,0.777704936,0.244867,21477
SRR817001,human,breast_cancer,MCF7,MCF7,Etoh_1hr,Etoh_1hr,yes,rep2,Li2013,GRO-seq,20696638,31906306,0.6486692,0.14025,24114
SRR817002,human,breast_cancer,MCF7,MCF7,siSMC3_E2_1hr,siSMC3_E2_1hr,yes,rep1,Li2013,GRO-seq,44707410,73910013,0.60488976,0.149157,59005
SRR817003,human,breast_cancer,MCF7,MCF7,siSMC3_EtOH,siSMC3_EtOH,yes,rep1,Li2013,GRO-seq,27371112,45461330,0.602074598,0.138684,52450
SRR826209,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep1-a,Lam2013,GRO-seq,2602555,4212931,0.617754005,0.352941,10865
SRR826210,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep1-b,Lam2013,GRO-seq,8715237,11369779,0.766526509,0.191935,23078
SRR826211,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep1-c,Lam2013,GRO-seq,4592615,6922258,0.663456202,0.282489,14629
SRR826212,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep1-d,Lam2013,GRO-seq,31607087,39511692,0.799942635,0.245257,22564
SRR826213,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep2-a,Lam2013,GRO-seq,2422607,4101970,0.590595982,0.404153,9780
SRR826214,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep2-b,Lam2013,GRO-seq,11592903,15521343,0.746900768,0.192823,23589
SRR826215,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep2-c,Lam2013,GRO-seq,5877116,9373753,0.626975769,0.284848,15106
SRR826216,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep2-d,Lam2013,GRO-seq,35590372,45499209,0.782219577,0.307501,18976
SRR826217,mouse,Myeloid,Macrophage,BMDM,control,none,no,rep2-e,Lam2013,GRO-seq,2795719,4106097,0.680870179,0.372943,9834
SRR826218,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep1-a,Lam2013,GRO-seq,11325611,14673558,0.771838091,0.19726,22219
SRR826219,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep1-b,Lam2013,GRO-seq,6173323,8702692,0.709357863,0.277046,14971
SRR826220,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep1-c,Lam2013,GRO-seq,49273978,64182920,0.76771169,0.272237,20302
SRR826221,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep2-a,Lam2013,GRO-seq,2265448,3561876,0.636026633,0.373542,9098
SRR826222,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep2-b,Lam2013,GRO-seq,9721714,13035040,0.745813899,0.196835,21312
SRR826223,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep2-c,Lam2013,GRO-seq,6067731,9142434,0.663688794,0.269103,15149
SRR826224,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep2-d,Lam2013,GRO-seq,37037958,48998633,0.755897782,0.253569,21335
SRR826225,mouse,Myeloid,Macrophage,rawmacro,control,none,no,rep1,Lam2013,5'GRO,14123861,16417474,0.860294403,0.261545,29566
SRR826226,mouse,Myeloid,Macrophage,rawmacro,control,none,no,rep2,Lam2013,5'GRO,9205047,10933937,0.841878547,0.251771,29798
SRR826227,mouse,Myeloid,Macrophage,rawmacro,RevErb_DKO,RevErb_DKO,yes,rep1,Lam2013,5'GRO,32346772,43161073,0.749443185,0.285079,28876
SRR828695,human,colon_cancer,HCT116,HCT116,DMSO_1hr,none,no,rep1-a,Galbraith2013,GRO-seq,54300036,69399243,0.782429803,0.16506,49988
SRR828696,human,colon_cancer,HCT116,HCT116,DMSO_1hr,none,no,rep1-b,Galbraith2013,GRO-seq,191653174,213359891,0.898262429,0.197887,36814
SRR828729,human,colon_cancer,HCT116,HCT116,DMSO_1hr,none,no,rep1-c,Galbraith2013,GRO-seq,135980724,142620314,0.953445692,0.253156,29385
SRR836116,mouse,Myeloid,Macrophage,peritoneal_thioglycolate-elicityed_macrophage,none,none,no,rep1,Heinz2013,GRO-seq,60540516,75621252,0.800575426,0.336042,18652
SRR836117,mouse,Myeloid,Macrophage,peritoneal_thioglycolate-elicityed_macrophage,KLA_1hr,KLA_1hr,yes,rep1,Heinz2013,GRO-seq,58202245,72685172,0.800744408,0.315446,19916
SRR836118,mouse,Myeloid,Macrophage,peritoneal_thioglycolate-elicityed_macrophage,none,none,no,rep2,Heinz2013,GRO-seq,62469836,74054310,0.843567863,0.335068,19907
SRR836119,mouse,Myeloid,Macrophage,peritoneal_thioglycolate-elicityed_macrophage,KLA_1hr,KLA_1hr,yes,rep2,Heinz2013,GRO-seq,55086136,74022602,0.744179947,0.316307,22785
SRR868693,mouse,Myeloid,Macrophage,BMDM,RevErb_DKO,RevErb_DKO,yes,rep2-e,Lam2013,GRO-seq,10580964,12363482,0.85582395,0.279018,19787
SRR892016,human,prostate_cancer,LNCap,LNCaP,siCTL_minusDHT_hs2612,siCTL_minusDHT_hs2612,yes,rep1,Yang2013,GRO-seq,18462663,24634885,0.749451966,0.203393,25994
SRR892017,human,prostate_cancer,LNCap,LNCaP,siCTL_DHT_hs2612,siCTL_DHT_hs2612,yes,rep2,Yang2013,GRO-seq,22706878,28816213,0.787989664,0.221017,24885
SRR892018,human,prostate_cancer,LNCap,LNCaP,siPYGO2_minusDHT_hs2612,siPYGO2_minusDHT_hs2612,yes,rep3,Yang2013,GRO-seq,25663749,31150956,0.823851088,0.2343,25971
SRR892019,human,prostate_cancer,LNCap,LNCaP,siPYGO2_plusDHT_hs2612,siPYGO2_plusDHT_hs2612,yes,rep4,Yang2013,GRO-seq,17783550,22069796,0.805786787,0.236891,26109
SRR892025,human,prostate_cancer,LNCap,LNCaP,minusDHT_ASO_CTL_hs1517,minusDHT_ASO_CTL_hs1517,yes,rep1,Yang2013,GRO-seq,21503891,27051995,0.794909618,0.164631,35048
SRR892026,human,prostate_cancer,LNCap,LNCaP,minusDHT_PCGEM1_hs1514,minusDHT_PCGEM1_hs1514,yes,rep3,Yang2013,GRO-seq,24549295,29023664,0.845837211,0.191457,23880
SRR892027,human,prostate_cancer,LNCap,LNCaP,minusDHT_ASO_PRNCR1_hs1517,minusDHT_ASO_PRNCR1_hs1517,yes,rep3,Yang2013,GRO-seq,36857142,45530134,0.809510949,0.192236,20506
SRR892028,human,prostate_cancer,LNCap,LNCaP,plusDHT_ASO_CTL_hs1517,plusDHT_ASO_CTL_hs1517,yes,rep2,Yang2013,GRO-seq,20844403,26422776,0.788880131,0.160013,46015
SRR892029,human,prostate_cancer,LNCap,LNCaP,plusDHT_ASO_PCGEM1_hs1514,plusDHT_ASO_PCGEM1_hs1514,yes,rep4,Yang2013,GRO-seq,27652468,32394684,0.85361129,0.206983,23601
SRR892030,human,prostate_cancer,LNCap,LNCaP,plusDHT_ASO_PRNCR1_hs1517,plusDHT_ASO_PRNCR1_hs1517,yes,rep4,Yang2013,GRO-seq,29985631,36046414,0.831861694,0.198792,24347
SRR915731,human,breast_cancer,MCF7,MCF7/C4_12/Flag.ER_,vehicle,vehicle,yes,rep1,Le2013,GRO-seq,17910710,25487752,0.70271831,0.206186,38960
SRR915732,human,breast_cancer,MCF7,MCF7/C4_12/Flag.ER_,vehicle,vehicle,yes,rep2,Le2013,GRO-seq,80318455,145225992,0.553058402,0.149283,58493
SRR915733,human,breast_cancer,MCF7,MCF7/C4_12/Flag.ER_,E2_1hr,E2_1hr,yes,rep1,Le2013,GRO-seq,20920647,24973518,0.837713253,0.210887,39130
SRR915734,human,breast_cancer,MCF7,MCF7/C4_12/Flag.ER_,E2_2hr,E2_2hr,yes,rep1,Le2013,GRO-seq,21591133,138728263,0.155636152,0.128152,66616
SRR930649,mouse,Myeloid,Macrophage,ThioMac,notx_1hr,notx_1hr,yes,rep1-a,Kaikkonen2013,GRO-seq,7745877,8798070,0.880406385,0.287178,19510
SRR930650,mouse,Myeloid,Macrophage,ThioMac,notx_1hr,notx_1hr,yes,rep1-b,Kaikkonen2013,GRO-seq,4900265,6864445,0.713861791,0.310195,16151
SRR930651,mouse,Myeloid,Macrophage,ThioMac,notx_1hr,notx_1hr,yes,rep1-c,Kaikkonen2013,GRO-seq,14086119,18326190,0.768633251,0.266635,22810
SRR930652,mouse,Myeloid,Macrophage,ThioMac,notx_1hr,notx_1hr,yes,rep1-d,Kaikkonen2013,GRO-seq,6083342,7171045,0.848320154,0.350443,15490
SRR930653,mouse,Myeloid,Macrophage,ThioMac,notx_6hr,notx_6hr,yes,rep1-a,Kaikkonen2013,GRO-seq,5835586,6422769,0.908577905,0.2284,22488
SRR930654,mouse,Myeloid,Macrophage,ThioMac,notx_6hr,notx_6hr,yes,rep1-b,Kaikkonen2013,GRO-seq,4405660,4655173,0.946400918,0.318257,14724
SRR930655,mouse,Myeloid,Macrophage,ThioMac,notx_12hr,notx_12hr,yes,rep1-a,Kaikkonen2013,GRO-seq,7815938,8677583,0.900704493,0.275255,19480
SRR930656,mouse,Myeloid,Macrophage,ThioMac,notx_12hr,notx_12hr,yes,rep1-b,Kaikkonen2013,GRO-seq,4677557,7151206,0.654093449,0.274391,17102
SRR930657,mouse,Myeloid,Macrophage,ThioMac,notx_24hr,notx_24hr,yes,rep1-a,Kaikkonen2013,GRO-seq,8016978,8675825,0.924059441,0.23453,26830
SRR930658,mouse,Myeloid,Macrophage,ThioMac,notx_12hr,notx_12hr,yes,rep1-b,Kaikkonen2013,GRO-seq,5114759,5426247,0.942596052,0.335602,17340
SRR930659,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-a,Kaikkonen2013,GRO-seq,8319354,9525591,0.873368802,0.240901,19497
SRR930660,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-b,Kaikkonen2013,GRO-seq,5576996,8036757,0.693936124,0.265107,17089
SRR930661,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-c,Kaikkonen2013,GRO-seq,13614959,17046946,0.798674378,0.300924,18194
SRR930662,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep1-d,Kaikkonen2013,GRO-seq,5664616,6627673,0.854691534,0.366035,12665
SRR930663,mouse,Myeloid,Macrophage,ThioMac,KLA_6hr,KLA_6hr,yes,rep1-a,Kaikkonen2013,GRO-seq,8379814,8939988,0.937340632,0.207961,26045
SRR930664,mouse,Myeloid,Macrophage,ThioMac,KLA_6hr,KLA_6hr,yes,rep1-b,Kaikkonen2013,GRO-seq,6887444,7194144,0.957368104,0.273794,17738
SRR930665,mouse,Myeloid,Macrophage,ThioMac,KLA_12hr,KLA_12hr,yes,rep1-a,Kaikkonen2013,GRO-seq,8560373,9518023,0.899385618,0.244491,21242
SRR930666,mouse,Myeloid,Macrophage,ThioMac,KLA_12hr,KLA_12hr,yes,rep1-b,Kaikkonen2013,GRO-seq,4272852,6771111,0.631041494,0.277747,16404
SRR930667,mouse,Myeloid,Macrophage,ThioMac,KLA_24hr,KLA_24hr,yes,rep1-a,Kaikkonen2013,GRO-seq,6132764,6666888,0.91988406,0.269221,22650
SRR930668,mouse,Myeloid,Macrophage,ThioMac,KLA_24hr,KLA_24hr,yes,rep1-b,Kaikkonen2013,GRO-seq,4829704,5106471,0.94580073,0.343831,16559
SRR930669,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep2,Kaikkonen2013,GRO-seq,15537325,18038525,0.861341213,0.297375,19610
SRR930670,mouse,Myeloid,Macrophage,ThioMac,KLA_10min,KLA_10min,yes,rep2,Kaikkonen2013,GRO-seq,14575719,16879670,0.863507343,0.28633,14903
SRR930671,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep2,Kaikkonen2013,GRO-seq,12642406,14412497,0.8771836,0.337557,16148
SRR930672,mouse,Myeloid,Macrophage,ThioMac,KLA_6hr,KLA_6hr,yes,rep2,Kaikkonen2013,GRO-seq,16438341,18904984,0.869524195,0.283621,17951
SRR930673,mouse,Myeloid,Macrophage,ThioMac,KLA_12hr,KLA_12hr,yes,rep2,Kaikkonen2013,GRO-seq,15030813,17420312,0.862832595,0.299707,18696
SRR930674,mouse,Myeloid,Macrophage,ThioMac,KLA_24hr,KLA_24hr,yes,rep2,Kaikkonen2013,GRO-seq,15158753,18132469,0.836000492,0.308771,19710
SRR930675,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep3,Kaikkonen2013,GRO-seq,8145847,8726639,0.933446084,0.259973,23659
SRR930676,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep4,Kaikkonen2013,GRO-seq,27645282,33234354,0.831828475,0.34629,18576
SRR930677,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep5-a,Kaikkonen2013,GRO-seq,32757392,36371635,0.900630175,0.317516,23707
SRR930678,mouse,Myeloid,Macrophage,ThioMac,notx,notx,yes,rep5-b,Kaikkonen2013,GRO-seq,20423992,22914004,0.891332305,0.35418,21847
SRR930679,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep3,Kaikkonen2013,GRO-seq,7613477,8695946,0.875520271,0.26768,22294
SRR930680,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep4,Kaikkonen2013,GRO-seq,27002906,31864564,0.847427443,0.310156,19775
SRR930681,mouse,Myeloid,Macrophage,ThioMac,KLA_6hr,KLA_6hr,yes,rep4,Kaikkonen2013,GRO-seq,23379791,27139792,0.861458002,0.289904,20950
SRR930682,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep5-a,Kaikkonen2013,GRO-seq,31279027,35437696,0.882648437,0.336522,20544
SRR930683,mouse,Myeloid,Macrophage,ThioMac,KLA_1hr,KLA_1hr,yes,rep5-b,Kaikkonen2013,GRO-seq,21330150,24400308,0.874175441,0.325875,20675
SRR930684,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr,none,no,rep1,Kaikkonen2013,GRO-seq,51622479,59784701,0.863473065,0.271593,22750
SRR930685,mouse,Myeloid,Macrophage,ThioMac,FP_2hr,FP_2hr,yes,rep1,Kaikkonen2013,GRO-seq,70092094,79433900,0.882395224,0.296861,24721
SRR930686,mouse,Myeloid,Macrophage,ThioMac,IBET_2hr,IBET_2hr,yes,rep1,Kaikkonen2013,GRO-seq,45599611,53788853,0.847752061,0.271603,21285
SRR930687,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep1,Kaikkonen2013,GRO-seq,32538108,37977935,0.856763486,0.245797,23346
SRR930688,mouse,Myeloid,Macrophage,ThioMac,FP_2hr+KLA_1hr,FP_2hr+KLA_1hr,yes,rep1,Kaikkonen2013,GRO-seq,97563222,107171899,0.910343317,0.252667,24761
SRR930689,mouse,Myeloid,Macrophage,ThioMac,IBET_2hr+KLA_1hr,IBET_2hr+KLA_1hr,yes,rep1,Kaikkonen2013,GRO-seq,58195180,67304731,0.864652145,0.224962,26854
SRR930690,mouse,Myeloid,Macrophage,ThioMac,FP_2hr+KLA_1hr,FP_2hr+KLA_1hr,yes,rep2,Kaikkonen2013,GRO-seq,18166648,24229021,0.749788776,0.208796,24942
SRR930691,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr,none,no,rep3-a,Kaikkonen2013,GRO-seq,3004298,4000000,0.7510745,0.479213,9846
SRR930692,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr,none,no,rep3-b,Kaikkonen2013,GRO-seq,3012718,4000000,0.7531795,0.482399,9785
SRR930693,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr,none,no,rep3-c,Kaikkonen2013,GRO-seq,3020976,4000000,0.755244,0.474599,9736
SRR930694,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr,none,no,rep3-d,Kaikkonen2013,GRO-seq,2626711,3491302,0.752358576,0.485226,9148
SRR930695,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep3-a,Kaikkonen2013,GRO-seq,3008510,4000000,0.7521275,0.501432,7693
SRR930696,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep3-b,Kaikkonen2013,GRO-seq,3008139,4000000,0.75203475,0.51138,7649
SRR930697,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep3-c,Kaikkonen2013,GRO-seq,2994110,4000000,0.7485275,0.496017,7682
SRR930698,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep3-d,Kaikkonen2013,GRO-seq,3010999,4000000,0.75274975,0.50506,7743
SRR930699,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep3-e,Kaikkonen2013,GRO-seq,3014924,4000000,0.753731,0.505589,7656
SRR930700,mouse,Myeloid,Macrophage,ThioMac,DMSO_2hr+KLA_1hr,DMSO_2hr+KLA_1hr,yes,rep3-f,Kaikkonen2013,GRO-seq,2822570,3751162,0.752452173,0.518428,7482
